,address,name_x,distance_sch,name_y,distance_hawker,name_x,distance_cbd,name_y,distance_mrt
133,687 HOUGANG ST 61,YIO CHU KANG PRIMARY SCHOOL,0.19917483162389552 km,530209,1.8985830319818278 km,city hall mrt,9.893900874191287 km,HOUGANG MRT STATION,0.9776875819309568 km
134,10B BOON TIONG RD,ZHANGDE PRIMARY SCHOOL,0.43160795416716424 km,162022,0.15784719198548655 km,city hall mrt,2.7024864247124447 km,TIONG BAHRU MRT STATION,0.24355100945861555 km
135,233 PASIR RIS DR 4,PASIR RIS PRIMARY SCHOOL,0.20723466762783638 km,500003,3.3757439484563867 km,city hall mrt,15.126049056484751 km,PASIR RIS MRT STATION,1.424995217020775 km
136,468 HOUGANG AVE 8,CHIJ OUR LADY OF THE NATIVITY,0.06131892070130927 km,530209,2.0411207313769513 km,city hall mrt,10.221686875630608 km,HOUGANG MRT STATION,0.6039883495654059 km
137,692A CHOA CHU KANG CRES,YEW TEE PRIMARY SCHOOL,0.38205467401561555 km,738937,4.762984278669574 km,city hall mrt,16.3654394967947 km,YEW TEE MRT STATION,0.5197324631906546 km
138,118 POTONG PASIR AVE 1,ST. ANDREW'S JUNIOR COLLEGE,0.28623440335265027 km,310022,0.6288851857205308 km,city hall mrt,4.835978777375023 km,POTONG PASIR MRT STATION,0.8436849952581039 km
139,233 SIMEI ST 4,CHANGKAT CHANGI SECONDARY SCHOOL,0.6196838061948261 km,521137,1.309888580249046 km,city hall mrt,12.86136088989515 km,SIMEI MRT STATION,0.35041815467588183 km
140,160 YISHUN ST 11,AHMAD IBRAHIM PRIMARY SCHOOL,0.09736271250658012 km,760105,0.59666783789611 km,city hall mrt,15.570165731234454 km,YISHUN MRT STATION,0.37306313502915 km
141,239 SERANGOON AVE 2,NANYANG JUNIOR COLLEGE,0.4036762923803714 km,555945,1.0924201337266364 km,city hall mrt,6.899515863935004 km,SERANGOON MRT STATION,0.4987808503920335 km
142,625 HOUGANG AVE 8,XINMIN PRIMARY SCHOOL,0.21256550620880063 km,530209,1.3119959776600911 km,city hall mrt,9.125497958452497 km,KOVAN MRT STATION,1.1594625479476424 km
143,339 HOUGANG AVE 7,HOLY INNOCENTS' HIGH SCHOOL,0.29451994251471614 km,530209,1.8450445504711102 km,city hall mrt,9.942445542042988 km,HOUGANG MRT STATION,0.7050088939308546 km
144,130 RIVERVALE ST,CHIJ ST. JOSEPH'S CONVENT,0.25597545435402785 km,530209,3.8317915532443734 km,city hall mrt,12.038511420474233 km,BAKAU LRT STATION,0.34208412660008364 km
145,164 SIMEI RD,ANGSANA PRIMARY SCHOOL,0.7865434704436375 km,521137,1.5380525710018833 km,city hall mrt,13.163708520612031 km,UPPER CHANGI MRT STATION,0.5844845252272005 km
146,467 JURONG WEST ST 41,SHUQUN PRIMARY SCHOOL,0.2328703024858286 km,640505,0.45681448962005905 km,city hall mrt,15.765507910352072 km,LAKESIDE MRT STATION,0.6041645248540725 km
147,311 SERANGOON AVE 2,NANYANG JUNIOR COLLEGE,0.38524821103799395 km,555945,0.9924595345896657 km,city hall mrt,6.897499724211762 km,LORONG CHUAN MRT STATION,0.33997064952766637 km
148,301C PUNGGOL CTRL,PUNGGOL VIEW PRIMARY SCHOOL,0.09980092062194167 km,530209,5.465535488135189 km,city hall mrt,13.667618971074486 km,DAMAI LRT STATION,0.3374563735080765 km
149,611 CLEMENTI WEST ST 1,NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,0.2820098536314298 km,120726,0.5801686904281599 km,city hall mrt,9.325476697665259 km,CLEMENTI MRT STATION,1.328065019027598 km
150,27A JLN MEMBINA,ZHANGDE PRIMARY SCHOOL,0.27088514292083327 km,160112,0.2948710855787725 km,city hall mrt,3.3390549829102043 km,TIONG BAHRU MRT STATION,0.5192607121718869 km
151,357 HOUGANG AVE 7,CHIJ OUR LADY OF THE NATIVITY,0.23586836935142877 km,530209,2.1467203420631735 km,city hall mrt,10.27284607934308 km,HOUGANG MRT STATION,0.8290286131733249 km
152,506 HOUGANG AVE 8,MONTFORT SECONDARY SCHOOL,0.19676553198289062 km,530209,1.522845499065761 km,city hall mrt,9.649781719049583 km,HOUGANG MRT STATION,0.552599267539078 km
153,421 JURONG WEST ST 42,JURONGVILLE SECONDARY SCHOOL,0.2113075320954809 km,600347,0.7172235417062589 km,city hall mrt,15.308374069920148 km,LAKESIDE MRT STATION,0.9661820158584963 km
154,108 LENGKONG TIGA,EUNOS PRIMARY SCHOOL,0.6221541040933213 km,402004,0.8040177273546032 km,city hall mrt,7.296892727042854 km,KEMBANGAN MRT STATION,0.4988742484895933 km
155,204 ANG MO KIO AVE 3,ANG MO KIO SECONDARY SCHOOL,0.19655924525306268 km,568226,0.4193184438753767 km,city hall mrt,8.28647787036201 km,ANG MO KIO MRT STATION,0.6880447738468277 km
156,122 LOR 2 TOA PAYOH,KHENG CHENG SCHOOL,0.289365968251975 km,310127,0.2597715593533314 km,city hall mrt,5.229757486947968 km,BRADDELL MRT STATION,0.09322009048502707 km
157,205 PASIR RIS ST 21,WHITE SANDS PRIMARY SCHOOL,0.27174119361446153 km,521137,3.136479253739116 km,city hall mrt,14.757488285051242 km,TAMPINES EAST MRT STATION,1.507654692607976 km
158,407 BT BATOK WEST AVE 4,DUNEARN SECONDARY SCHOOL,0.1860467232097005 km,600254,2.52747569487712 km,city hall mrt,14.297847448970279 km,BUKIT GOMBAK MRT STATION,0.9563343755371376 km
159,107 BT PURMEI RD,RADIN MAS PRIMARY SCHOOL,0.20836309443499165 km,90036,0.2813913398477144 km,city hall mrt,3.817641360436064 km,HARBOURFRONT MRT STATION,0.9098321581976473 km
160,863B TAMPINES ST 83,POI CHING SCHOOL,0.24215558252095493 km,521137,1.536400887262785 km,city hall mrt,11.498230463555199 km,TAMPINES MRT STATION,0.8792476415115505 km
161,126 YISHUN ST 11,AHMAD IBRAHIM SECONDARY SCHOOL,0.2839239529178811 km,760105,0.2894863504963474 km,city hall mrt,15.745473864513503 km,YISHUN MRT STATION,0.7147240870593906 km
162,132 ANG MO KIO AVE 3,ANG MO KIO PRIMARY SCHOOL,0.33561882143785104 km,560162,0.4382848674191632 km,city hall mrt,8.764151851236006 km,ANG MO KIO MRT STATION,0.8807623239013208 km
163,258 KIM KEAT AVE,PEI CHUN PUBLIC SCHOOL,0.5595073450744271 km,310022,0.29521676728275487 km,city hall mrt,4.4512865163502395 km,TOA PAYOH MRT STATION,1.1499669225843996 km
164,271B JURONG WEST ST 24,CORPORATION PRIMARY SCHOOL,0.3760271912999034 km,642221,1.1132588835756247 km,city hall mrt,17.692974349097 km,BOON LAY MRT STATION,1.3318904157372253 km
165,916 JURONG WEST ST 91,JUYING PRIMARY SCHOOL,0.18479487727938324 km,642221,2.865979724247468 km,city hall mrt,19.08250951381513 km,PIONEER MRT STATION,1.1162025934343491 km
166,194 RIVERVALE DR,CHIJ ST. JOSEPH'S CONVENT,0.1356963097910289 km,530209,4.090524652413231 km,city hall mrt,12.296943764335186 km,COMPASSVALE LRT STATION,0.24271236749292588 km
167,405 SIN MING AVE,AI TONG SCHOOL,0.3155625829191603 km,564226,0.6570752861398389 km,city hall mrt,7.982011663261351 km,MARYMOUNT MRT STATION,1.6486553153835772 km
168,401 PANDAN GDNS,COMMONWEALTH SECONDARY SCHOOL,0.53432463182265 km,601037,0.8421445707159528 km,city hall mrt,11.780200570415643 km,JURONG EAST MRT STATION,1.671249909742963 km
169,41 CAMBRIDGE RD,FARRER PARK PRIMARY SCHOOL,0.35539429257339394 km,211041,0.08954799312350836 km,city hall mrt,2.50703026995671 km,FARRER PARK MRT STATION,0.5921322695633425 km
170,12 NTH BRIDGE RD,STAMFORD PRIMARY SCHOOL,0.6004281652725565 km,199583,0.1777104960183659 km,city hall mrt,1.6938846850359355 km,LAVENDER MRT STATION,0.33690598476634237 km
171,51 SIMS DR,GEYLANG METHODIST SCHOOL (SECONDARY),0.4447538535734907 km,380049,0.09399600917469061 km,city hall mrt,3.90452124610358 km,ALJUNIED MRT STATION,0.4447658374671276 km
172,229 YISHUN ST 21,XISHAN PRIMARY SCHOOL,0.17079978178165986 km,760105,1.0710372221632791 km,city hall mrt,15.791997357876982 km,YISHUN MRT STATION,0.6522334402071536 km
173,201 TOA PAYOH NTH,BEATTY SECONDARY SCHOOL,0.25025313172212 km,310093,0.30230056720295784 km,city hall mrt,5.336874569591873 km,BRADDELL MRT STATION,0.37810851105906884 km
174,725 WOODLANDS AVE 6,ADMIRALTY PRIMARY SCHOOL,0.21622955192712762 km,730021,2.4388565436320366 km,city hall mrt,17.769108173661923 km,ADMIRALTY MRT STATION,0.46654194816490996 km
175,424 PASIR RIS DR 6,CASUARINA PRIMARY SCHOOL,0.38771201390526644 km,521137,2.9400014432018575 km,city hall mrt,14.189129548678322 km,PASIR RIS MRT STATION,0.6711709152893749 km
176,372 JURONG EAST ST 32,JURONG PRIMARY SCHOOL,0.15227391774947774 km,600347,0.3585828626470743 km,city hall mrt,14.788105882216067 km,CHINESE GARDEN MRT STATION,0.7033842605439281 km
177,326D ANCHORVALE RD,SPRINGDALE PRIMARY SCHOOL,0.2598318267746721 km,530209,4.102731437876956 km,city hall mrt,12.075654955430453 km,FARMWAY LRT STATION,0.17545942402949422 km
178,428B YISHUN AVE 11,NORTHBROOKS SECONDARY SCHOOL,0.27104879902884443 km,760105,2.3797666421362 km,city hall mrt,14.292218011654283 km,YISHUN MRT STATION,1.5859518729046598 km
179,523B TAMPINES CTRL 7,POI CHING SCHOOL,0.42552325312571465 km,521137,1.7473081056310982 km,city hall mrt,12.079798987638513 km,TAMPINES MRT STATION,0.7409717490939142 km
180,92 C'WEALTH DR,QUEENSWAY SECONDARY SCHOOL,0.6467978902603255 km,149644,0.12981018060800925 km,city hall mrt,5.9934536331166575 km,COMMONWEALTH MRT STATION,0.42332753078358504 km
181,160 YUNG PING RD,JURONG SECONDARY SCHOOL,0.28996182387461555 km,618499,0.6140713542631666 km,city hall mrt,15.127359093088502 km,LAKESIDE MRT STATION,1.6738705562762972 km
182,3C UPP BOON KENG RD,GEYLANG METHODIST SCHOOL (SECONDARY),1.1469343658853883 km,380017,0.21341355579174973 km,city hall mrt,3.244664139652206 km,KALLANG MRT STATION,0.3185056498224785 km
183,152 PASIR RIS ST 13,WHITE SANDS PRIMARY SCHOOL,0.2493819972981843 km,521137,2.8230489124119407 km,city hall mrt,14.499713170603894 km,TAMPINES EAST MRT STATION,1.1921710455257941 km
184,204 BISHAN ST 23,CATHOLIC HIGH SCHOOL,0.3031123795475984 km,560341,0.9931016295071046 km,city hall mrt,6.8714792478728715 km,BISHAN MRT STATION,0.4308447190956807 km
185,163 BT BATOK ST 11,BUKIT BATOK SECONDARY SCHOOL,0.20214734941384935 km,600254,0.7519504497675409 km,city hall mrt,13.672586172048147 km,BUKIT BATOK MRT STATION,0.7776165648315961 km
186,899C WOODLANDS DR 50,WOODLANDS RING PRIMARY SCHOOL,0.30091254500665326 km,730021,2.163326366958623 km,city hall mrt,17.115581089944165 km,ADMIRALTY MRT STATION,0.7776307647165212 km
187,752 PASIR RIS ST 71,MERIDIAN PRIMARY SCHOOL,0.25735547704654965 km,521137,3.759564545681757 km,city hall mrt,13.092005047767966 km,PASIR RIS MRT STATION,1.716592265939364 km
188,474 JURONG WEST ST 41,YUHUA SECONDARY SCHOOL,0.19467455944221987 km,640505,0.6617438813224885 km,city hall mrt,15.53706802560994 km,LAKESIDE MRT STATION,0.5542851693583221 km
189,650C JURONG WEST ST 61,JURONG WEST PRIMARY SCHOOL,0.28171080284935296 km,642221,2.02640422672633 km,city hall mrt,18.096495306443533 km,PIONEER MRT STATION,0.142275474559688 km
190,6 TECK WHYE AVE,TECK WHYE PRIMARY SCHOOL,0.2358126405360203 km,600254,4.57750736403218 km,city hall mrt,14.726937132136314 km,TECK WHYE LRT STATION,0.5421531753905771 km
191,751 JURONG WEST ST 73,WESTWOOD PRIMARY SCHOOL,0.15280217125584128 km,642221,1.5542570460833376 km,city hall mrt,18.1062749464057 km,PIONEER MRT STATION,1.1276115904746165 km
192,117 CLEMENTI ST 13,PEI TONG PRIMARY SCHOOL,0.9969518176650954 km,120353,1.116199009508059 km,city hall mrt,9.706648217784258 km,CLEMENTI MRT STATION,1.2374671393991106 km
193,366 CORPORATION DR,LAKESIDE PRIMARY SCHOOL,0.1805022895576574 km,618499,0.4151783862871988 km,city hall mrt,15.603889765601046 km,LAKESIDE MRT STATION,0.718841421570499 km
194,604 ELIAS RD,ELIAS PARK PRIMARY SCHOOL,0.2823191308822052 km,521137,3.417023322501136 km,city hall mrt,13.663787576591773 km,PASIR RIS MRT STATION,0.7559602638345336 km
195,440 JURONG WEST AVE 1,HUA YI SECONDARY SCHOOL,0.15971685677300237 km,640505,0.5219441363567312 km,city hall mrt,15.816834209528206 km,LAKESIDE MRT STATION,0.806692096005881 km
196,202B SENGKANG EAST RD,NAN CHIAU HIGH SCHOOL,0.31358523445860836 km,530209,3.2966074475600546 km,city hall mrt,11.435172305285882 km,RENJONG LRT STATION,0.2917767545689485 km
197,125 POTONG PASIR AVE 1,ST. ANDREW'S JUNIOR COLLEGE,0.31450799717590144 km,310022,0.9086909401887053 km,city hall mrt,4.901337367930416 km,POTONG PASIR MRT STATION,0.6207233317490702 km
198,486B TAMPINES AVE 9,DUNMAN SECONDARY SCHOOL,0.17398598196520512 km,521137,2.041684998592092 km,city hall mrt,13.717841358678314 km,TAMPINES EAST MRT STATION,0.4121431876845042 km
199,549 PASIR RIS ST 51,LOYANG VIEW SECONDARY SCHOOL,0.4079722441176596 km,521137,2.6761883959046417 km,city hall mrt,13.95685596027377 km,PASIR RIS MRT STATION,0.7390973527081084 km
200,221C BEDOK CTRL,BEDOK GREEN PRIMARY SCHOOL,0.4404708651981666 km,460216,0.2546786105728607 km,city hall mrt,9.753877114358577 km,BEDOK MRT STATION,0.4890037369219152 km
201,497C TAMPINES ST 45,EAST SPRING SECONDARY SCHOOL,0.33801169425103356 km,521137,2.0893635730427524 km,city hall mrt,13.811277861437887 km,TAMPINES EAST MRT STATION,0.47713715208374025 km
202,247 JURONG EAST ST 24,YUHUA PRIMARY SCHOOL,0.24862492393821634 km,600254,0.21499236276368 km,city hall mrt,13.756023112243529 km,CHINESE GARDEN MRT STATION,0.7115479871123197 km
203,326 TAMPINES ST 32,NGEE ANN SECONDARY SCHOOL,0.29373370200468185 km,521137,1.753942810145808 km,city hall mrt,13.52344075729253 km,TAMPINES EAST MRT STATION,0.5981324121084649 km
204,663 BUFFALO RD,ST. MARGARET'S PRIMARY SCHOOL,0.5609818020331295 km,210665,0.061391926801514424 km,city hall mrt,1.4221812210970088 km,ROCHOR MRT STATION,0.18334128997836666 km
205,255 BANGKIT RD,GREENRIDGE SECONDARY SCHOOL,0.2662254289924178 km,588215,4.449996711702807 km,city hall mrt,13.043910336993788 km,BANGKIT LRT STATION,0.06421775815466683 km
206,818 JURONG WEST ST 81,PIONEER PRIMARY SCHOOL,0.4109460636013612 km,642221,1.9886008259572037 km,city hall mrt,18.440144435820184 km,PIONEER MRT STATION,0.8671017153202147 km
207,603 JURONG WEST ST 62,JURONG WEST PRIMARY SCHOOL,0.18723153801041986 km,642221,1.5983361492197048 km,city hall mrt,17.67548902257841 km,PIONEER MRT STATION,0.3718659016537758 km
208,95 WHAMPOA DR,HONG WEN SCHOOL,0.16615851296976739 km,320090,0.16497916108964528 km,city hall mrt,3.2598109346794044 km,BOON KENG MRT STATION,0.6838288658306443 km
209,86 LOR 2 TOA PAYOH,KHENG CHENG SCHOOL,0.18234916289026465 km,310093,0.36584259579165107 km,city hall mrt,4.767419626914842 km,TOA PAYOH MRT STATION,0.3467770222685862 km
210,899A TAMPINES ST 81,ST. HILDA'S PRIMARY SCHOOL,0.46574830501277303 km,521137,1.0758552991663037 km,city hall mrt,10.90830861441619 km,TAMPINES WEST MRT STATION,0.3887681038579521 km
211,343 WOODLANDS AVE 1,FUCHUN PRIMARY SCHOOL,0.30799512204751844 km,730021,1.3904002644509592 km,city hall mrt,17.310683144019904 km,MARSILING MRT STATION,0.7358795149427791 km
212,116A RIVERVALE DR,NORTH VISTA SECONDARY SCHOOL,0.3698626780759653 km,530209,3.1504151798872253 km,city hall mrt,11.336960746611481 km,KANGKAR LRT STATION,0.16817515582206846 km
213,461 TAMPINES ST 44,DUNMAN SECONDARY SCHOOL,0.28834903715088517 km,521137,1.8405984365109886 km,city hall mrt,13.467397006709675 km,TAMPINES EAST MRT STATION,0.29411699768350696 km
214,176 ANG MO KIO AVE 4,MAYFLOWER PRIMARY SCHOOL,0.05118448196428226 km,560162,0.35746627160833744 km,city hall mrt,9.348456196174455 km,YIO CHU KANG MRT STATION,1.1759823505925429 km
215,556 JURONG WEST ST 42,HUA YI SECONDARY SCHOOL,0.4642848406217108 km,640505,0.44321905381359045 km,city hall mrt,16.426841910898272 km,LAKESIDE MRT STATION,1.0920313368284837 km
216,894D WOODLANDS DR 50,WOODLANDS PRIMARY SCHOOL,0.2557080148786319 km,730021,1.6367326868475256 km,city hall mrt,17.272435509620855 km,WOODLANDS MRT STATION,0.17505126497839982 km
217,880 YISHUN ST 81,ORCHID PARK SECONDARY SCHOOL,0.23351230736186038 km,760105,2.1768229354363973 km,city hall mrt,13.492606878747852 km,KHATIB MRT STATION,0.5403886623859723 km
218,156 HOUGANG ST 11,METHODIST GIRLS' SCHOOL (SECONDARY),0.6385977426446391 km,530209,1.0210823711516381 km,city hall mrt,7.242400391535688 km,SERANGOON MRT STATION,0.7400539286060344 km
219,105 BEDOK NTH AVE 4,BEDOK GREEN SECONDARY SCHOOL,0.1877025248838842 km,460085,0.3143694631010905 km,city hall mrt,10.372594706391176 km,BEDOK RESERVOIR MRT STATION,0.5760567329147172 km
220,752 JURONG WEST ST 74,WESTWOOD PRIMARY SCHOOL,0.19284140078486142 km,642221,1.5489189814623017 km,city hall mrt,18.119363875971082 km,PIONEER MRT STATION,1.2315150010269083 km
221,330 TAH CHING RD,YUAN CHING SECONDARY SCHOOL,0.6012426503073967 km,618499,0.4342273220254 km,city hall mrt,15.124707461038565 km,LAKESIDE MRT STATION,0.809996783329565 km
222,353C ADMIRALTY DR,WELLINGTON PRIMARY SCHOOL,0.3975909047702579 km,760105,2.215570615879097 km,city hall mrt,17.72826504582497 km,SEMBAWANG MRT STATION,0.10290228567216121 km
223,32 MARSILING DR,WOODLANDS SECONDARY SCHOOL,0.5053704021636336 km,730021,0.4803097233085355 km,city hall mrt,18.850030967530344 km,MARSILING MRT STATION,1.2080890954344916 km
224,321 ANG MO KIO AVE 1,TECK GHEE PRIMARY SCHOOL,0.2555414290292472 km,560341,0.1598849964989425 km,city hall mrt,7.995685243886108 km,ANG MO KIO MRT STATION,0.5382287495870722 km
225,107 TOWNER RD,HONG WEN SCHOOL,0.394116923110149 km,330029,0.31133622140776257 km,city hall mrt,3.040559866190469 km,BOON KENG MRT STATION,0.161836170811242 km
226,419 YISHUN AVE 11,NORTHBROOKS SECONDARY SCHOOL,0.40719633909909647 km,760105,2.308422526639224 km,city hall mrt,14.480867348696666 km,YISHUN MRT STATION,1.504684885528175 km
227,109B DEPOT RD,BLANGAH RISE PRIMARY SCHOOL,0.543555180212013 km,150006,0.6618730785545741 km,city hall mrt,5.002908778639933 km,TELOK BLANGAH MRT STATION,1.1344967440521718 km
228,769 CHOA CHU KANG ST 54,REGENT SECONDARY SCHOOL,0.11688025182264393 km,738937,5.400719569934056 km,city hall mrt,15.94937256414258 km,YEW TEE MRT STATION,0.5046013558623209 km
229,134 BEDOK NTH ST 2,BEDOK GREEN PRIMARY SCHOOL,0.5580808115291365 km,460216,0.3994289741636015 km,city hall mrt,10.133825654857585 km,BEDOK MRT STATION,0.879656945712234 km
230,271C PUNGGOL WALK,PUNGGOL GREEN PRIMARY SCHOOL,0.3378118554430964 km,530209,5.232769190766254 km,city hall mrt,13.40639631436774 km,PUNGGOL MRT STATION,0.13153828609442786 km
231,826 YISHUN ST 81,PEIYING PRIMARY SCHOOL,0.40721887870511075 km,760105,1.999172684490226 km,city hall mrt,13.591730197192877 km,KHATIB MRT STATION,0.35965653513198975 km
232,793 WOODLANDS AVE 6,ADMIRALTY PRIMARY SCHOOL,0.3137712096799685 km,730021,2.8576587502600144 km,city hall mrt,17.428512292357926 km,ADMIRALTY MRT STATION,0.28716153229932617 km
233,205B COMPASSVALE LANE,SENG KANG SECONDARY SCHOOL,0.2136887876618167 km,530209,3.160070086575044 km,city hall mrt,11.359866128749834 km,RANGGUNG LRT STATION,0.1543522895757546 km
234,387 TAMPINES ST 32,EAST SPRING SECONDARY SCHOOL,0.2311876993504554 km,521137,1.9194291590645847 km,city hall mrt,13.682870497647537 km,TAMPINES EAST MRT STATION,0.47497578246012284 km
235,288F BT BATOK ST 25,KEMING PRIMARY SCHOOL,0.21495972146958214 km,588215,2.0658428663153705 km,city hall mrt,11.975956560902953 km,BUKIT BATOK MRT STATION,1.0619933338689138 km
236,121B RIVERVALE DR,NORTH SPRING PRIMARY SCHOOL,0.19781208589006297 km,530209,3.668729998345274 km,city hall mrt,11.85367578582446 km,BAKAU LRT STATION,0.20303750014945357 km
237,703 BEDOK RESERVOIR RD,DAMAI PRIMARY SCHOOL,0.24287918851562612 km,460538,0.771127013401112 km,city hall mrt,8.945815091134275 km,BEDOK NORTH MRT STATION,0.3439200913379969 km
238,5 CHANGI VILLAGE RD,PASIR RIS PRIMARY SCHOOL,3.2340709518345623 km,500003,0.164756872311755 km,city hall mrt,18.323266621759217 km,CHANGI AIRPORT MRT STATION,3.4912682912518918 km
239,679A JURONG WEST CTRL 1,RIVER VALLEY HIGH SCHOOL,0.3554573213002465 km,642221,0.8221981671071474 km,city hall mrt,17.290206456664656 km,BOON LAY MRT STATION,0.6269056988479245 km
240,421 SERANGOON CTRL,ST. GABRIEL'S SECONDARY SCHOOL,0.27994839649674547 km,530209,1.6536315748092285 km,city hall mrt,6.6758005855063685 km,SERANGOON MRT STATION,0.20799156201362196 km
241,429 PASIR RIS DR 6,CASUARINA PRIMARY SCHOOL,0.26589511898383117 km,521137,3.045212988421238 km,city hall mrt,14.390471947263892 km,PASIR RIS MRT STATION,0.8941311904267395 km
242,275A BISHAN ST 24,WHITLEY SECONDARY SCHOOL,0.21502339327084893 km,570320,0.891423220848105 km,city hall mrt,7.12631290373436 km,BISHAN MRT STATION,0.830334554546986 km
243,897A WOODLANDS DR 50,WOODLANDS PRIMARY SCHOOL,0.26733572550822327 km,730021,2.0342700915550904 km,city hall mrt,17.161507216274686 km,WOODLANDS MRT STATION,0.6723467445445461 km
244,804 WOODLANDS ST 81,RIVERSIDE SECONDARY SCHOOL,0.13859481451803435 km,730021,1.250508725911808 km,city hall mrt,17.78641289080986 km,WOODLANDS MRT STATION,0.37037091532471184 km
245,537 ANG MO KIO AVE 5,ANDERSON SECONDARY SCHOOL,0.19267205969137574 km,560527,0.31030661563261286 km,city hall mrt,9.09641561773956 km,ANG MO KIO MRT STATION,0.7010274911619462 km
246,10B LOR 7 TOA PAYOH,PEI CHUN PUBLIC SCHOOL,0.3089483238027886 km,310022,0.24749740392204808 km,city hall mrt,4.932086721990516 km,TOA PAYOH MRT STATION,1.307954699256921 km
247,472 PASIR RIS DR 6,CASUARINA PRIMARY SCHOOL,0.19057864209991715 km,521137,3.4806440158914596 km,city hall mrt,14.710647085944279 km,PASIR RIS MRT STATION,0.9037094288050346 km
248,320A ANCHORVALE DR,NAN CHIAU HIGH SCHOOL,0.20313155645682693 km,530209,3.4990411601540083 km,city hall mrt,11.587269420349434 km,RENJONG LRT STATION,0.40271139261568806 km
249,798 WOODLANDS DR 72,ADMIRALTY SECONDARY SCHOOL,0.2768344763165759 km,730021,2.9405916827348353 km,city hall mrt,17.540065877576087 km,ADMIRALTY MRT STATION,0.4539522299033569 km
